userid,std dev diff,expectations,first_forecast_date,total_predictions,std_dev_sequence
70110694,"[0.0, 1.0, 0.0, 1.0, -1.0, -1.0, 1.0, -2.0, 1.0, 0.0, 3.0]","[1.0, 1.0, 3.0, 3.0, 1.0, -1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0]",2019-11-01,12,"[1.0, 1.0, 2.0, 2.0, 3.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0, 4.0]"
70110695,"[0.0, 1.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0, -1.0, 5.0, -5.0, 0.0]","[1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0]",2019-10-01,13,"[1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 6.0, 1.0, 1.0]"
70110696,"[2.0, -2.0, 0.0, 0.0, 0.0, 20.0, -20.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 1.0, -1.0, 3.0, -1.0, 8.0, 1.0, 3.0, 1.0, 1.0]",2019-11-01,11,"[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0]"
70110697,[-4.0],"[2.0, 2.0]",2019-10-01,2,"[10.0, 6.0]"
70110698,"[-45.0, -1.0, 0.0, 0.0, 1.0, 2.0, 3.0, -5.0, 0.0, 0.0, 7.0]","[0.0, 2.0, 4.0, 4.0, 3.0, 3.0, -1.0, 0.0, 3.0, 3.0, 2.0, 5.0]",2019-10-01,12,"[47.0, 2.0, 1.0, 1.0, 1.0, 2.0, 4.0, 7.0, 2.0, 2.0, 2.0, 9.0]"
70110707,"[8.0, -4.0, -1.0, 0.0, 2.0, 6.0, -2.0, 3.0, 4.0, -14.0, 8.0]","[3.0, 1.0, 1.0, 2.0, 4.0, 3.0, 3.0, 2.0, 1.0, 2.0, 2.0, 0.0]",2019-10-01,12,"[4.0, 12.0, 8.0, 7.0, 7.0, 9.0, 15.0, 13.0, 16.0, 20.0, 6.0, 14.0]"
70110720,"[4.0, -2.0, 16.0, -2.0, -15.0, 7.0, -7.0, 4.0, -3.0]","[-1.0, 3.0, -2.0, 6.0, -8.0, 2.0, -3.0, 3.0, 3.0, 2.0]",2019-10-01,10,"[0.0, 4.0, 2.0, 18.0, 16.0, 1.0, 8.0, 1.0, 5.0, 2.0]"
70110722,"[76.0, -67.0, -8.0, 6.0, 5.0, 54.0, -56.0, -5.0, 29.0, 17.0]","[-1.0, 0.0, 0.0, -2.0, 3.0, 3.0, 9.0, 7.0, 5.0, 3.0, -1.0]",2019-10-01,11,"[0.0, 76.0, 9.0, 1.0, 7.0, 12.0, 66.0, 10.0, 5.0, 34.0, 51.0]"
70110725,"[-12.0, 21.0, -27.0, 0.0, -6.0, 0.0, 51.0, -51.0, -2.0, 8.0, -1.0, -5.0]","[-1.0, 0.0, -1.0, 2.0, 1.0, 3.0, 10.0, 17.0, 6.0, 3.0, 6.0, 5.0, 7.0]",2019-10-01,13,"[27.0, 15.0, 36.0, 9.0, 9.0, 3.0, 3.0, 54.0, 3.0, 1.0, 9.0, 8.0, 3.0]"
70110727,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 55.0, -56.0, 1.0, 0.0, -1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 6.0, 6.0, 6.0, 6.0, 25.0, 1.0, 6.0, 6.0, 3.0, 3.0, 3.0]",2019-11-01,15,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 56.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
70110741,"[-2.0, 0.0, -1.0, 0.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.0, -1.0]","[1.0, 3.0, 2.0, 1.0, 2.0, 4.0, 1.0, 2.0, 2.0, 2.0, 2.0, 1.0]",2019-10-01,12,"[3.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]"
70110744,"[-3.0, 0.0]","[5.0, 6.0, 3.0]",2019-10-01,3,"[9.0, 6.0, 6.0]"
70110746,"[81.0, -2.0, -5.0, 0.0, -24.0, -36.0]","[11.0, 15.0, 22.0, 22.0, 9.0, 14.0, 10.0]",2019-10-01,7,"[19.0, 100.0, 98.0, 93.0, 93.0, 69.0, 33.0]"
70110750,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 3.0, -1.0, 1.0, 1.0, 3.0]",2019-10-01,7,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
70110751,"[-9.0, 79.0, -97.0, 0.0, 2.0, 95.0, -85.0, 0.0, 43.0, -43.0, -10.0]","[-6.0, 11.0, 22.0, 10.0, 10.0, 0.0, 22.0, 17.0, 17.0, 25.0, 17.0, 6.0]",2019-10-01,12,"[28.0, 19.0, 98.0, 1.0, 1.0, 3.0, 98.0, 13.0, 13.0, 56.0, 13.0, 3.0]"
70110754,"[3.0, -2.0, 1.0, -1.0, -1.0, 1.0, 5.0, -6.0, 0.0, 0.0, 0.0, 1.0, 0.0, -1.0]","[1.0, 2.0, 2.0, 1.0, 0.0, 3.0, 2.0, 3.0, 3.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0]",2019-11-01,15,"[0.0, 3.0, 1.0, 2.0, 1.0, 0.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
70110756,"[2.0, -8.0, 2.0, -1.0, 0.0, 0.0, -1.0, 1.0, 0.0, -1.0, 1.0]","[5.0, 5.0, 3.0, 3.0, 2.0, 3.0, 1.0, 3.0, 2.0, 1.0, 1.0, 1.0]",2019-10-01,12,"[7.0, 9.0, 1.0, 3.0, 2.0, 2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 2.0]"
70110758,"[-25.0, 19.0, -29.0, 46.0, -26.0, 33.0, -31.0, -24.0, 8.0, 35.0, 5.0, -48.0]","[13.0, 15.0, 17.0, 14.0, 25.0, -2.0, -5.0, -2.0, 7.0, -5.0, -8.0, 25.0, -12.0]",2019-11-01,13,"[45.0, 20.0, 39.0, 10.0, 56.0, 30.0, 63.0, 32.0, 8.0, 16.0, 51.0, 56.0, 8.0]"
70110760,"[14.0, -8.0, -6.0, -2.0, 0.0, 0.0, 0.0]","[3.0, 8.0, 3.0, 2.0, 2.0, 1.0, 1.0, -1.0]",2019-10-01,8,"[3.0, 17.0, 9.0, 3.0, 1.0, 1.0, 1.0, 1.0]"
70110761,"[-18.0, -27.0, 10.0, -2.0, -7.0, -7.0, 2.0, 0.0]","[0.0, -4.0, 2.0, -1.0, 1.0, 2.0, 1.0, 2.0, -1.0]",2019-10-01,9,"[76.0, 58.0, 31.0, 41.0, 39.0, 32.0, 25.0, 27.0, 27.0]"
70110763,"[-3.0, -3.0, 13.0, -11.0, 53.0, -53.0, 1.0, -3.0, 5.0, -5.0, 2.0, 4.0, -2.0, -2.0]","[4.0, 2.0, 3.0, 5.0, 6.0, 25.0, 4.0, 6.0, 4.0, 3.0, 4.0, 6.0, 6.0, 6.0, 6.0]",2019-10-01,15,"[7.0, 4.0, 1.0, 14.0, 3.0, 56.0, 3.0, 4.0, 1.0, 6.0, 1.0, 3.0, 7.0, 5.0, 3.0]"
70110768,"[-2.0, 1.0, 0.0, -1.0, 1.0, 1.0, 1.0, 2.0, 1.0, -5.0, 1.0]","[1.0, -1.0, 0.0, 0.0, 0.0, 0.0, -2.0, -2.0, 3.0, 3.0, 0.0, 2.0]",2019-10-01,12,"[2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0, 3.0, 5.0, 6.0, 1.0, 2.0]"
70110787,"[46.0, 0.0, -41.0, 20.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.0, 0.0, 0.0, -2.0, -4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2019-11-01,11,"[30.0, 76.0, 76.0, 35.0, 55.0, 76.0, 76.0, 76.0, 76.0, 76.0, 76.0]"
70110789,"[-4.0, 0.0, 2.0, 1.0]","[-1.0, -1.0, 2.0, 4.0, 6.0]",2019-11-01,5,"[5.0, 1.0, 1.0, 3.0, 4.0]"
70110791,"[1.0, -1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, -1.0, 1.0, 1.0, 1.0]",2019-10-01,6,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
70110800,"[-20.0, 17.0, -35.0, 21.0, -15.0, -8.0, 13.0, 11.0, -7.0, 2.0, 12.0]","[2.0, -1.0, 1.0, -1.0, 0.0, 0.0, 0.0, 1.0, -1.0, 0.0, -1.0, -2.0]",2019-10-01,12,"[46.0, 26.0, 43.0, 8.0, 29.0, 14.0, 6.0, 19.0, 30.0, 23.0, 25.0, 37.0]"
70110801,"[0.0, -1.0, -1.0, 1.0, 0.0, 6.0, -1.0, -5.0]","[2.0, 2.0, 2.0, 2.0, 2.0, 1.0, -1.0, -1.0, 1.0]",2019-10-01,9,"[2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 7.0, 6.0, 1.0]"
70110803,"[-3.0, -1.0, -2.0, 2.0, 1.0, -1.0, 8.0, -1.0, -4.0, 5.0, 3.0]","[1.0, 2.0, 3.0, 3.0, 6.0, 6.0, 7.0, 7.0, 5.0, 9.0, 7.0, 7.0]",2019-11-01,12,"[7.0, 4.0, 3.0, 1.0, 3.0, 4.0, 3.0, 11.0, 10.0, 6.0, 11.0, 14.0]"
70110816,"[-1.0, 0.0, 0.0, -1.0, 2.0, -2.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, -1.0, 1.0, 0.0, 1.0]",2019-11-01,11,"[2.0, 1.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 1.0, 1.0]"
